Dataset,Field,Compressor,Node,Rank,Cores,REL Error Bound,I/O Method,Iteration,Compression Runtime (s),I/O Runtime (s),Compression Energy (J),I/O Energy (J),Compressed Data Size
nyx,temperature.f32,Original,0,1,16,1.000000e-03,HDF5,6,4.105907e-01,1.393344e+00,7.418261e+01,2.721604e+02,536870912
nyx,temperature.f32,Original,0,1,16,1.000000e-03,HDF5,7,4.105907e-01,1.049209e+00,7.418261e+01,2.306566e+02,536870912
nyx,temperature.f32,Original,0,1,16,1.000000e-03,HDF5,8,4.105907e-01,1.128468e+00,7.418261e+01,2.262623e+02,536870912
nyx,temperature.f32,Original,0,1,16,1.000000e-03,HDF5,9,4.105907e-01,1.122651e+00,7.418261e+01,2.361715e+02,536870912
nyx,temperature.f32,Original,0,1,32,1.000000e-03,HDF5,0,5.103582e-01,1.150000e+00,1.119470e+02,2.973846e+02,536870912
nyx,temperature.f32,Original,0,1,32,1.000000e-03,HDF5,1,5.103582e-01,1.116654e+00,1.119470e+02,2.871206e+02,536870912
nyx,temperature.f32,Original,0,1,32,1.000000e-03,HDF5,2,5.103582e-01,2.463802e+00,1.119470e+02,5.248375e+02,536870912
nyx,temperature.f32,Original,0,1,32,1.000000e-03,HDF5,3,5.103582e-01,1.368534e+00,1.119470e+02,3.450995e+02,536870912
nyx,temperature.f32,Original,0,1,32,1.000000e-03,HDF5,4,5.103582e-01,1.250507e+00,1.119470e+02,3.224796e+02,536870912
nyx,temperature.f32,Original,0,1,32,1.000000e-03,HDF5,5,5.103582e-01,1.747317e+00,1.119470e+02,4.294181e+02,536870912
nyx,temperature.f32,Original,0,1,32,1.000000e-03,HDF5,6,5.103582e-01,1.121607e+00,1.119470e+02,2.904180e+02,536870912
nyx,temperature.f32,Original,0,1,32,1.000000e-03,HDF5,7,5.103582e-01,2.203835e+00,1.119470e+02,4.655825e+02,536870912
nyx,temperature.f32,Original,0,1,32,1.000000e-03,HDF5,8,5.103582e-01,1.544758e+00,1.119470e+02,3.896454e+02,536870912
nyx,temperature.f32,Original,0,1,32,1.000000e-03,HDF5,9,5.103582e-01,1.153902e+00,1.119470e+02,2.953724e+02,536870912
nyx,temperature.f32,Original,1,2,64,1.000000e-03,HDF5,0,2.380595e+00,1.480002e+00,6.441122e+02,3.767814e+02,536870912
nyx,temperature.f32,Original,1,2,64,1.000000e-03,HDF5,1,2.380595e+00,1.283645e+00,6.441122e+02,3.225767e+02,536870912
nyx,temperature.f32,Original,0,2,64,1.000000e-03,HDF5,2,2.380645e+00,1.627987e+00,6.551917e+02,4.333791e+02,536870912
nyx,temperature.f32,Original,1,2,64,1.000000e-03,HDF5,3,2.380595e+00,1.467822e+00,6.441122e+02,3.748282e+02,536870912
nyx,temperature.f32,Original,1,2,64,1.000000e-03,HDF5,4,2.380595e+00,1.597313e+00,6.441122e+02,4.020399e+02,536870912
nyx,temperature.f32,Original,0,2,64,1.000000e-03,HDF5,4,2.380645e+00,1.597055e+00,6.551917e+02,3.934053e+02,536870912
nyx,temperature.f32,Original,1,2,64,1.000000e-03,HDF5,5,2.380595e+00,1.576620e+00,6.441122e+02,3.722629e+02,536870912
nyx,temperature.f32,Original,0,2,64,1.000000e-03,HDF5,6,2.380645e+00,1.370977e+00,6.551917e+02,3.447859e+02,536870912
nyx,temperature.f32,Original,0,2,64,1.000000e-03,HDF5,7,2.380645e+00,1.340784e+00,6.551917e+02,3.494774e+02,536870912
nyx,temperature.f32,Original,0,2,64,1.000000e-03,HDF5,8,2.380645e+00,1.494788e+00,6.551917e+02,3.670012e+02,536870912
nyx,temperature.f32,Original,0,2,64,1.000000e-03,HDF5,9,2.380645e+00,1.409897e+00,6.551917e+02,3.630907e+02,536870912
nyx,temperature.f32,Original,1,2,128,1.000000e-03,HDF5,0,9.535111e-01,2.074800e+00,3.009049e+02,6.010796e+02,536870912
nyx,temperature.f32,Original,0,2,128,1.000000e-03,HDF5,1,9.535428e-01,1.941870e+00,3.102255e+02,5.157589e+02,536870912
nyx,temperature.f32,Original,1,2,128,1.000000e-03,HDF5,2,9.535111e-01,1.605494e+00,3.009049e+02,4.168668e+02,536870912
nyx,temperature.f32,Original,0,2,128,1.000000e-03,HDF5,3,9.535428e-01,1.817383e+00,3.102255e+02,4.707101e+02,536870912
nyx,temperature.f32,Original,1,2,128,1.000000e-03,HDF5,4,9.535111e-01,1.766974e+00,3.009049e+02,4.689114e+02,536870912
nyx,temperature.f32,Original,2,3,128,1.000000e-03,HDF5,5,9.535151e-01,1.786149e+00,2.941648e+02,4.751649e+02,536870912
nyx,temperature.f32,Original,0,2,128,1.000000e-03,HDF5,6,9.535428e-01,2.031602e+00,3.102255e+02,5.232978e+02,536870912
nyx,temperature.f32,Original,1,2,128,1.000000e-03,HDF5,7,9.535111e-01,1.614126e+00,3.009049e+02,4.275060e+02,536870912
nyx,temperature.f32,Original,0,2,128,1.000000e-03,HDF5,8,9.535428e-01,1.651141e+00,3.102255e+02,4.457454e+02,536870912
nyx,temperature.f32,Original,1,2,128,1.000000e-03,HDF5,9,9.535111e-01,1.951133e+00,3.009049e+02,5.295040e+02,536870912
nyx,temperature.f32,Original,0,2,128,1.000000e-03,HDF5,9,9.535428e-01,1.951156e+00,3.102255e+02,5.356370e+02,536870912
nyx,temperature.f32,Original,5,6,256,1.000000e-03,HDF5,0,9.269230e-01,5.882430e+00,2.213279e+02,1.700340e+03,536870912
nyx,temperature.f32,Original,1,5,256,1.000000e-03,HDF5,0,9.269331e-01,5.882550e+00,2.122916e+02,1.679943e+03,536870912
nyx,temperature.f32,Original,0,5,256,1.000000e-03,HDF5,1,9.269911e-01,2.556478e+00,2.207649e+02,7.381317e+02,536870912
nyx,temperature.f32,Original,1,5,256,1.000000e-03,HDF5,2,9.269331e-01,3.729639e+00,2.122916e+02,1.078086e+03,536870912
nyx,temperature.f32,Original,4,6,256,1.000000e-03,HDF5,2,9.269197e-01,3.729725e+00,2.252406e+02,1.080192e+03,536870912
nyx,temperature.f32,Original,2,5,256,1.000000e-03,HDF5,3,9.269914e-01,3.966727e+00,2.126524e+02,1.160180e+03,536870912
nyx,temperature.f32,Original,0,5,256,1.000000e-03,HDF5,4,9.269911e-01,5.522609e+00,2.207649e+02,1.589624e+03,536870912
nyx,temperature.f32,Original,4,6,256,1.000000e-03,HDF5,4,9.269197e-01,5.522602e+00,2.252406e+02,1.547007e+03,536870912
nyx,temperature.f32,Original,4,6,256,1.000000e-03,HDF5,5,9.269197e-01,3.130841e+00,2.252406e+02,8.417383e+02,536870912
nyx,temperature.f32,Original,1,5,256,1.000000e-03,HDF5,5,9.269331e-01,3.130660e+00,2.122916e+02,8.829543e+02,536870912
nyx,temperature.f32,Original,3,5,256,1.000000e-03,HDF5,6,9.269262e-01,3.892836e+00,2.183094e+02,1.134558e+03,536870912
nyx,temperature.f32,Original,3,5,256,1.000000e-03,HDF5,7,9.269262e-01,5.138958e+00,2.183094e+02,1.475614e+03,536870912
nyx,temperature.f32,Original,1,5,256,1.000000e-03,HDF5,8,9.269331e-01,4.060541e+00,2.122916e+02,1.150547e+03,536870912
nyx,temperature.f32,Original,5,6,256,1.000000e-03,HDF5,9,9.269230e-01,5.702412e+00,2.213279e+02,1.626145e+03,536870912
nyx,temperature.f32,Original,4,6,256,1.000000e-03,HDF5,9,9.269197e-01,5.702418e+00,2.252406e+02,1.648305e+03,536870912
nyx,temperature.f32,Original,5,10,512,1.000000e-03,HDF5,0,1.011321e+00,1.060263e+01,2.599780e+02,3.122863e+03,536870912
nyx,temperature.f32,Original,7,11,512,1.000000e-03,HDF5,1,1.011323e+00,8.765227e+00,2.223918e+02,2.553564e+03,536870912
nyx,temperature.f32,Original,5,10,512,1.000000e-03,HDF5,1,1.011321e+00,8.765264e+00,2.599780e+02,2.579350e+03,536870912
nyx,temperature.f32,Original,4,10,512,1.000000e-03,HDF5,2,1.011394e+00,1.027214e+01,2.455499e+02,3.013535e+03,536870912
nyx,temperature.f32,Original,4,10,512,1.000000e-03,HDF5,3,1.011394e+00,8.551681e+00,2.455499e+02,2.505908e+03,536870912
nyx,temperature.f32,Original,7,11,512,1.000000e-03,HDF5,3,1.011323e+00,8.551769e+00,2.223918e+02,2.490578e+03,536870912
nyx,temperature.f32,Original,3,10,512,1.000000e-03,HDF5,4,1.011324e+00,9.356531e+00,2.527998e+02,2.776383e+03,536870912
nyx,temperature.f32,Original,1,10,512,1.000000e-03,HDF5,5,1.011312e+00,9.433146e+00,2.395323e+02,2.741835e+03,536870912
nyx,temperature.f32,Original,7,11,512,1.000000e-03,HDF5,5,1.011323e+00,9.433366e+00,2.223918e+02,2.760601e+03,536870912
nyx,temperature.f32,Original,8,11,512,1.000000e-03,HDF5,6,1.011322e+00,1.019196e+01,2.289453e+02,2.963505e+03,536870912
nyx,temperature.f32,Original,6,11,512,1.000000e-03,HDF5,7,1.011324e+00,9.457300e+00,2.522252e+02,2.777662e+03,536870912
nyx,temperature.f32,Original,7,11,512,1.000000e-03,HDF5,7,1.011323e+00,9.457117e+00,2.223918e+02,2.769856e+03,536870912
nyx,temperature.f32,Original,7,11,512,1.000000e-03,HDF5,8,1.011323e+00,1.081900e+01,2.223918e+02,3.106818e+03,536870912
nyx,temperature.f32,Original,5,10,512,1.000000e-03,HDF5,8,1.011321e+00,1.081904e+01,2.599780e+02,3.204230e+03,536870912
nyx,temperature.f32,Original,1,10,512,1.000000e-03,HDF5,9,1.011312e+00,8.898028e+00,2.395323e+02,2.594443e+03,536870912
