Compressor,Dataset,Field,REL Error Bound,ABS Error Bound,Iteration,Compression Rate,Decompression Rate,Avg Difference,Avg Error,Difference Range,Error Range,Max Error,Max PW-REL Error,Max REL Error,Min Error,Min PW-REL Error,Min REL Error,MSE,Number of Elements,PSNR,RMSE,NRMSE,Max Value,Mean Value,Min Value,Value Range,Std Dev,Bit Rate,Compressed Size,Compression Ratio,Decompressed Size,Uncompressed Size,Compression Runtime (s),Decompression Runtime (s),CPU Core,Threads,Compression Energy (J),Decompression Energy (J)
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,10,8.801162e+05,1.287460e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.871290,0.852177,53,1,1.930866e+02,1.908100e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,11,8.772401e+05,1.315860e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.872851,0.843299,53,1,1.955113e+02,1.888013e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,12,8.801162e+05,1.312643e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.871239,0.855146,53,1,1.932259e+02,1.912551e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,13,8.786758e+05,1.303085e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.871637,0.847218,53,1,1.932867e+02,1.894534e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,14,8.786758e+05,1.319093e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.871834,0.842416,53,1,1.935428e+02,1.885814e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,15,8.801162e+05,1.319093e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.870924,0.841420,53,1,1.934857e+02,1.883055e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,16,8.786758e+05,1.269198e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.871616,0.870077,53,1,1.932209e+02,1.953208e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,17,8.786758e+05,1.315860e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.872672,0.843150,53,1,1.943959e+02,1.885955e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,18,8.801162e+05,1.306255e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.872668,0.845805,53,1,1.934300e+02,1.894202e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,19,8.801162e+05,1.303085e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.871326,0.847257,53,1,1.933071e+02,1.896625e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,20,8.772401e+05,1.309441e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.872413,0.867204,53,1,1.937201e+02,1.943174e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,21,8.729608e+05,1.312643e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.876155,0.844250,53,1,1.962392e+02,1.888826e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,22,8.786758e+05,1.303085e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.872214,0.847608,53,1,1.934787e+02,1.915756e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,23,8.786758e+05,1.309441e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.872119,0.845572,53,1,1.937227e+02,1.893425e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,24,8.786758e+05,1.312643e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.871617,0.855256,53,1,1.931083e+02,1.916539e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,0,8.844661e+05,1.345541e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.867698,0.837539,48,2,1.928654e+02,1.875435e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,1,8.873899e+05,1.352320e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.866493,0.835923,48,2,1.927820e+02,1.875695e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,2,8.844661e+05,1.355735e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.867912,0.834863,48,2,1.932250e+02,1.878697e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,3,8.873899e+05,1.352320e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.866106,0.835982,48,2,1.937407e+02,1.872363e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,4,8.815614e+05,1.355735e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.868989,0.857301,48,2,1.930216e+02,1.921034e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,5,8.873899e+05,1.355735e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.865198,0.831249,48,2,1.922241e+02,1.861187e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,6,8.859256e+05,1.338830e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.866219,0.837139,48,2,1.924730e+02,1.874219e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,7,8.859256e+05,1.278264e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.866393,0.858343,48,2,1.924831e+02,1.920892e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,8,8.873899e+05,1.359167e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.865618,0.842254,48,2,1.922499e+02,1.905695e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,9,8.859256e+05,1.355735e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.866102,0.831942,48,2,1.925895e+02,1.863562e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,10,8.873899e+05,1.352320e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.865362,0.833140,48,2,1.921080e+02,1.867278e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,11,8.873899e+05,1.345541e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.865931,0.834336,48,2,1.925837e+02,1.869248e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,12,8.873899e+05,1.345541e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.865606,0.849117,48,2,1.924945e+02,1.901120e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,13,8.786758e+05,1.325607e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.870999,0.840053,48,2,1.966233e+02,1.880039e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,14,8.873899e+05,1.278264e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.864779,0.855827,48,2,1.923185e+02,1.934229e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,15,8.873899e+05,1.352320e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.865148,0.832781,48,2,1.923069e+02,1.866932e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,16,8.873899e+05,1.348922e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.865620,0.844182,48,2,1.921091e+02,1.889432e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,17,8.903332e+05,1.338830e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.863573,0.837882,48,2,1.918943e+02,1.876394e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,18,8.888591e+05,1.319093e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.864243,0.842922,48,2,1.921714e+02,1.886806e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,19,8.888591e+05,1.366084e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.865309,0.828097,48,2,1.921289e+02,1.853340e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,20,8.888591e+05,1.359167e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.863931,0.853431,48,2,1.918501e+02,1.925744e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,21,8.888591e+05,1.359167e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.864300,0.830609,48,2,1.919841e+02,1.859129e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,22,8.903332e+05,1.348922e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.863713,0.833585,48,2,1.919081e+02,1.866698e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,23,8.873899e+05,1.352320e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.865087,0.832564,48,2,1.921696e+02,1.862252e+02
zfp,nyx,baryon_density.f32,1.000000e-03,1.158622e+02,24,8.873899e+05,1.345541e+06,-5.119133e-02,3.884926e-01,3.389248e+01,1.744932e+01,1.744932e+01,3.478692e+01,1.506041e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.504764e-01,134217728,1.072912e+02,5.004762e-01,4.319580e-06,1.158623e+05,1.000000e+00,5.799697e-02,1.158622e+05,2.401417e+01,2.134948e-01,3581848,1.498866e+02,536870912,536870912,0.865039,0.845863,48,2,1.920665e+02,1.892252e+02
