Compressor,Dataset,Field,ABS Error Bound,Iteration,Compression Rate,Decompression Rate,Avg Difference,Avg Error,Difference Range,Error Range,Max Error,Max PW-REL Error,Max REL Error,Min Error,Min PW-REL Error,Min REL Error,MSE,Number of Elements,PSNR,RMSE,NRMSE,Max Value,Mean Value,Min Value,Value Range,Std Dev,Bit Rate,Compressed Size,Compression Ratio,Decompressed Size,Uncompressed Size,Compression Runtime (s),Decompression Runtime (s),CPU Core,Threads,Compression Energy (J),Decompression Energy (J)
sz_omp,nyx,temperature.f32,0.1,11,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.626733,6.583269,68,1,551.2067527854064,1000.5540325694858
sz_omp,nyx,temperature.f32,0.1,12,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.622616,6.39685,68,1,550.5810331084361,972.2212571356442
sz_omp,nyx,temperature.f32,0.1,13,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.621078,6.410271,68,1,550.3472811377825,974.2610394491294
sz_omp,nyx,temperature.f32,0.1,14,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.617166,6.389499,68,1,549.7527182579411,971.1040199859216
sz_omp,nyx,temperature.f32,0.1,15,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.785303,6.389416,68,1,575.3069153254063,971.0914052826938
sz_omp,nyx,temperature.f32,0.1,16,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.607794,6.387115,68,1,548.3283206838421,970.741689232971
sz_omp,nyx,temperature.f32,0.1,17,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.604787,6.350249,68,1,547.8713036644955,965.1386332185948
sz_omp,nyx,temperature.f32,0.1,18,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.56697,6.494777,68,1,542.1237105083172,987.1046311474661
sz_omp,nyx,temperature.f32,0.1,19,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.572849,6.315156,68,1,543.0172266562182,959.8050455032879
sz_omp,nyx,temperature.f32,0.1,20,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.574596,6.326659,68,1,543.2827433615054,961.5533217831493
sz_omp,nyx,temperature.f32,0.1,21,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.565566,6.495875,72,1,541.9103244440796,987.271509992575
sz_omp,nyx,temperature.f32,0.1,22,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.585232,6.769171,96,1,544.8992491871687,1028.8082320808126
sz_omp,nyx,temperature.f32,0.1,23,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.911632,6.322466,96,1,594.5069495911291,960.9160512935849
sz_omp,nyx,temperature.f32,0.1,24,5.53e-322,0.0,1.448763e-316,3.5e-323,5.53e-322,0.0,,3.56e-322,1.5e-323,1.5e-323,6.953096e-310,1.931016e-312,2.525175e-312,29323286,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.448764e-316,1.112775e-310,7,3.56e-322,80,0,3.554506,6.307519,96,1,540.2293772428916,958.6443408219611
sz_omp,nyx,temperature.f32,0.1,0,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.705984,6.473291,202,2,491.63917282560044,858.7526100219006
sz_omp,nyx,temperature.f32,0.1,1,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.684814,6.418975,202,2,488.8307415726004,851.5470005775006
sz_omp,nyx,temperature.f32,0.1,2,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.664615,6.420939,202,2,486.15112405350044,851.8075465851007
sz_omp,nyx,temperature.f32,0.1,3,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.844659,6.408002,202,2,510.0359231331004,850.0913125218007
sz_omp,nyx,temperature.f32,0.1,4,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.667808,6.503962,207,2,486.5747103072004,862.8214524858007
sz_omp,nyx,temperature.f32,0.1,5,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.661287,6.415689,207,2,485.7096285783004,851.1110768601008
sz_omp,nyx,temperature.f32,0.1,6,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.842954,6.337128,207,2,509.80973629860046,840.6891038952007
sz_omp,nyx,temperature.f32,0.1,7,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.635922,6.295889,68,2,482.3446848498004,835.2183010401006
sz_omp,nyx,temperature.f32,0.1,8,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.566313,6.307642,68,2,473.11029226170035,836.7774645978008
sz_omp,nyx,temperature.f32,0.1,9,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.56994,6.455628,68,2,473.5914533460004,856.4094205452006
sz_omp,nyx,temperature.f32,0.1,10,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.625557,6.282092,68,2,480.9696546213004,833.3879786028007
sz_omp,nyx,temperature.f32,0.1,11,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.55284,6.285931,68,2,471.3229519560004,833.8972637979007
sz_omp,nyx,temperature.f32,0.1,12,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.554109,6.253791,68,2,471.4912986381004,829.6335424719007
sz_omp,nyx,temperature.f32,0.1,13,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.73361,6.294143,68,2,495.30406284900045,834.9866751087008
sz_omp,nyx,temperature.f32,0.1,14,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.555807,6.300649,68,2,471.7165568463004,835.8497669241007
sz_omp,nyx,temperature.f32,0.1,15,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.561535,6.25168,68,2,472.47643848150045,829.3534953120007
sz_omp,nyx,temperature.f32,0.1,16,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.613035,6.430023,68,2,479.3084748315004,853.0126382007007
sz_omp,nyx,temperature.f32,0.1,17,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.554432,6.329038,68,2,471.53414810880037,839.6158772142006
sz_omp,nyx,temperature.f32,0.1,18,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.547091,6.304704,68,2,470.56028444190036,836.3877068736007
sz_omp,nyx,temperature.f32,0.1,19,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.587655,6.300372,68,2,475.94154118950036,835.8130198548008
sz_omp,nyx,temperature.f32,0.1,20,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.749703,6.311434,68,2,497.43897471270043,837.2805147306008
sz_omp,nyx,temperature.f32,0.1,21,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.549475,6.359419,68,2,470.8765480275004,843.6462480171008
sz_omp,nyx,temperature.f32,0.1,22,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.572748,6.331886,68,2,473.9639651532004,839.9936954574007
sz_omp,nyx,temperature.f32,0.1,23,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.602181,6.496854,68,2,477.8685734229004,861.8784988086007
sz_omp,nyx,temperature.f32,0.1,24,5.53e-322,0.0,1.601754e-316,3.5e-323,5.53e-322,0.0,1.15735e-310,3.56e-322,1.5e-323,1.5e-323,6.952601e-310,1.931016e-312,2.525175e-312,32419862,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,5.53e-322,1.601755e-316,1.157337e-310,7,3.56e-322,80,0,3.578365,6.308994,68,2,474.7091214285004,836.9568221346008
sz_omp,nyx,temperature.f32,0.1,0,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.712741,6.559564,202,4,486.7404927238968,859.9591012176544
sz_omp,nyx,temperature.f32,0.1,1,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.687683,6.669358,202,4,483.45538792755485,874.353098983221
sz_omp,nyx,temperature.f32,0.1,2,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.65382,6.432825,202,4,479.0159472811135,843.3436132783303
sz_omp,nyx,temperature.f32,0.1,3,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.677148,6.44668,202,4,482.0742490086681,845.160004329225
sz_omp,nyx,temperature.f32,0.1,4,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.674552,6.559902,202,4,481.73391330544746,860.0034130310937
sz_omp,nyx,temperature.f32,0.1,5,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.628229,6.323514,202,4,475.6609661635787,829.0129368319685
sz_omp,nyx,temperature.f32,0.1,6,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.584451,6.377549,68,4,469.9216686229027,836.0969274804773
sz_omp,nyx,temperature.f32,0.1,7,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.618024,6.333981,68,4,474.32309025781325,830.3851609481513
sz_omp,nyx,temperature.f32,0.1,8,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.776412,6.366588,68,4,495.0877633555469,834.6599399446524
sz_omp,nyx,temperature.f32,0.1,9,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.561294,6.332776,68,4,466.8857850021473,830.2271854002389
sz_omp,nyx,temperature.f32,0.1,10,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.625809,6.344955,68,4,475.343704067356,831.8238527844933
sz_omp,nyx,temperature.f32,0.1,11,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.753761,6.316084,68,4,492.1182163549107,828.038863536541
sz_omp,nyx,temperature.f32,0.1,12,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.574575,6.351361,68,4,468.6269246302188,832.663679639205
sz_omp,nyx,temperature.f32,0.1,13,5.53e-322,0.0,1.109797e-310,0.0,5.53e-322,0.0,1.109797e-310,3.56e-322,1.5e-323,1.5e-323,6.953295e-310,1.931016e-312,2.525175e-312,22462538178656,0.0,0.0,0.0,0.0,1.039778e-312,5e-324,1.507622e+161,1.109798e-310,1.109592e-310,35886544,3.56e-322,80,0,3.600026,6.337482,68,4,471.96355174218706,830.844142187356
